Mês;Abacate;Abacaxi;Abobrinha;Acém;Alcatra;Alface;Alho;Alimentação no domicílio;Alimento infantil;Arroz;Atomatado;Atum em conserva;Azeite de oliva;Azeitona;Açaí (emulsão);Açúcar cristal;Açúcar demerara;Açúcar refinado;Bacalhau;Balas;Banana - d'água;Banana - maçã;Banana - prata;Banana-da-terra;Batata-doce;Batata-inglesa;Biscoito;Bolo;Brócolis;Cafezinho;Café moído;Café solúvel;Caldo concentrado;Caldo de tucupi;Camarão;Capa de filé;Caranguejo;Carne de carneiro;Carne de porco;Carne de porco salgada e defumada;Carne-seca e de sol;Cebola;Cenoura;Cerveja;Cheiro-verde;Chocolate e achocolatado em pó;Chocolate em barra e bombom;Chá mate (erva mate);Chã de dentro;Coentro;Colorau;Contrafilé;Costela;Couve;Couve-flor;Cupim;Doce de frutas em pasta;Doces;Farinha de arroz;Farinha de mandioca;Farinha de trigo;Feijão - carioca (rajado);Feijão - macáçar (fradinho);Feijão - mulatinho;Feijão - preto;Fermento;Filé-mignon;Flocos de milho;Frango em pedaços;Frango inteiro;Fubá de milho;Fígado;Goiaba;Inhame;Iogurte e bebidas lácteas;Lagarto comum;Lagarto redondo;Lanche;Laranja - baía;Laranja - lima;Laranja - pera;Leite condensado;Leite de coco;Leite em pó;Leite fermentado;Leite longa vida;Limão;Linguiça;Macarrão;Macarrão instantâneo;Maionese;Mamão;Mandioca (aipim);Manga;Manteiga;Maracujá;Margarina;Massa semipreparada;Maçã;Melancia;Melão;Milho (em grão);Milho-verde em conserva;Morango;Mortadela;Músculo;Outras bebidas alcoólicas;Ovo de galinha;Palmito em conserva;Patinho;Peito;Peixe - anchova;Peixe - aruanã;Peixe - castanha;Peixe - cavala;Peixe - cação;Peixe - corvina;Peixe - curimatã;Peixe - dourada;Peixe - filhote;Peixe - merluza;Peixe - palombeta;Peixe - peroá;Peixe - pescada;Peixe - pintado;Peixe - salmão;Peixe - sardinha;Peixe - serra;Peixe - tainha;Peixe - tambaqui;Peixe - tilápia;Pepino;Pepino em conserva;Pera;Picanha;Pimentão;Polpa de fruta (congelada);Presunto;Pá;Pão de forma;Pão de queijo;Pão doce;Pão francês;Queijo;Refeição;Refrigerante e água mineral;Repolho;Requeijão;Sal;Salame;Salsicha;Salsicha em conserva;Sardinha em conserva;Sopa desidratada;Sorvete;Suco de frutas;Suco em pó;Tangerina;Tempero misto;Tomate;Tubérculos, raízes e legumes;Uva;Vinagre;Vinho;Óleo de soja;Total_inflacao;Alimento_mais_inflacionado
2023-11;0,0;0,0;2,14;2,61;2,41;11,39;0,59;0,71;0,0;3,05;-0,52;0,88;5,2;2,82;0,0;0,0;0,0;2,43;0,0;0,0;1,29;0,0;0,72;0,0;-5,42;9,52;-0,31;0,73;5,51;0,9;0,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,43;0,0;0,0;17,75;-2,97;0,855;6,0;0,99;-1,07;0,0;1,59;0,0;0,0;3,13;-4,61;5,79;0,0;0,0;0,0;0,0;0,0;-1,97;-3,23;-2,89;0,0;0,0;0,0;0,0;0,0;0,0;-0,04;0,59;0,0;0,0;0,0;0,0;1,77;1,18;0,0;0,0;0,0;0,0;2,89;0,0;0,0;-0,02;0,0;0,61;-11,13;-1,37;-0,35;0,5;0,37;-5,27;0,0;-12,99;0,0;0,0;-0,63;0,01;-0,81;0,0;0,0;0,0;1,91;0,0;-3,18;-1,39;0,0;1,04;1,99;0,32;0,0;0,0;0,0;0,0;0,0;1,03;0,0;0,0;0,0;0,0;-1,33;0,0;0,0;2,55;0,0;-2,31;0,0;0,0;0,0;0,0;-0,46;0,0;0,0;-1,0;0,0;-0,56;0,0;-2,53;1,54;2,28;0,0;-1,8;-0,34;1,43;0,3;1,605;0,38;-0,48;0,0;0,0;-3,06;0,0;-1,84;0,0;2,915;1,93;1,77;10,95;1,53;-3,56;3,03;1,92;2,83;-1,385;-0,77;58,88999999999996;Cebola
2023-12;0,0;0,0;16,25;-0,83;1,2;0,45;1,48;1,13;0,0;5,97;1,21;2,17;3,47;-2,08;0,0;0,0;0,0;2,3;0,0;0,0;1,66;0,0;5,64;0,0;-8,98;16,63;-0,95;-2,12;7,66;-1,09;-0,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,66;0,0;0,0;3,88;-1,09;-0,56;-0,02;-0,39;0,54;0,0;-0,67;0,0;0,0;0,67;2,44;3,12;0,0;0,0;0,0;0,0;0,0;-0,83;2,64;11,69;0,0;0,0;0,0;0,0;0,0;0,0;1,43;2,1;0,0;0,0;0,0;0,0;-0,63;1,71;0,0;0,94;0,0;0,0;15,39;0,0;0,0;0,81;0,0;-2,11;-20,2;0,16;0,4;1,02;2,79;-0,01;0,0;-8,0;0,0;0,0;-1,21;2,66;1,27;0,0;0,0;0,0;-2,2;0,0;1,47;-1,95;0,0;1,5;-2,46;0,98;0,0;0,0;0,0;0,0;0,0;2,29;0,0;0,0;0,0;0,0;-0,6;0,0;0,0;-1,84;0,0;-4,06;0,0;0,0;0,0;0,0;1,01;0,0;0,0;6,97;0,0;2,44;0,0;1,55;0,08;-0,23;0,0;2,88;0,31;-2,12;0,58;0,30999999999999994;12,19;0,67;0,0;0,0;0,13;0,0;1,23;0,0;0,025000000000000022;-0,09;-1,85;13,66;0,07;8,88;7,6;-2,24;0,88;0,125;3,13;125,02999999999994;Batata-inglesa
2024-01;0,0;0,0;-17,95;-2,02;0,33;-1,09;-3,41;1,03;0,0;4,63;0,94;0,08;3,56;0,9;0,0;0,0;0,0;1,16;0,0;0,0;1,81;0,0;4,91;0,0;5,63;22,34;0,17;-0,65;2,51;1,14;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-2,9;0,0;0,0;-5,92;35,32;-0,28500000000000003;4,99;0,24;1,15;0,0;0,29;0,0;0,0;1,36;-1,27;-1,23;0,0;0,0;0,0;0,0;0,0;1,26;-3,54;9,96;0,0;0,0;0,0;0,0;0,0;0,0;0,96;-1,02;0,0;0,0;0,0;0,0;0,25;-1,88;0,0;0,35;0,0;0,0;6,79;0,0;0,0;0,06;0,0;2,81;-22,11;0,16;1,13;0,31;-2,42;-7,03;0,0;22,61;0,0;0,0;-0,9;0,64;4,98;0,0;0,0;0,0;-2,11;0,0;-2,05;1,72;0,0;-4,57;1,69;-2,61;0,0;0,0;0,0;0,0;0,0;-0,46;0,0;0,0;0,0;0,0;2,74;0,0;0,0;-1,23;0,0;4,81;0,0;0,0;0,0;0,0;4,56;0,0;0,0;2,16;0,0;0,18;0,0;-1,48;-3,0;-0,68;0,0;-0,64;-1,95;2,84;-0,01;0,9500000000000001;12,15;0,0;0,0;0,0;-2,34;0,0;-0,46;0,0;-0,21999999999999997;0,83;0,84;3,06;1,85;-5,47;4,42;5,8;1,58;0,15;3,45;98,23500000000003;Cenoura
2024-02;0,0;0,0;2,51;0,66;1,46;4,74;3,26;1,56;0,0;4,36;-0,51;-0,01;2,23;0,89;0,0;0,0;0,0;0,73;0,0;0,0;3,46;0,0;7,34;0,0;12,22;8,78;0,13;0,07;-1,54;0,9;-1,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14;0,0;0,0;0,12;9,73;0,32999999999999996;-2,06;-0,49;0,37;0,0;0,54;0,0;0,0;-0,11;0,95;2,76;0,0;0,0;0,0;0,0;0,0;0,41;-0,33;6,29;0,0;0,0;0,0;0,0;0,0;0,0;-0,14;1,01;0,0;0,0;0,0;0,0;0,95;0,82;0,0;0,15;0,0;0,0;7,76;0,0;0,0;-1,47;0,0;5,1;-6,74;2,64;-1,89;-0,01;-1,57;6,42;0,0;20,97;0,0;0,0;0,26;0,32;-1,8;0,0;0,0;0,0;-0,32;0,0;1,16;-0,86;0,0;1,27;1,35;1,85;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;-1,32;0,0;0,0;0,05;0,0;0,87;0,0;0,0;0,0;0,0;2,61;0,0;0,0;-1,17;0,0;-11,24;0,0;-0,05;3,27;0,52;0,0;1,11;1,35;-1,12;0,41;-1,525;4,06;-0,75;0,0;0,0;1,78;0,0;0,81;0,0;-0,97;0,06;-0,88;5,06;-0,9;6,55;5,21;-1,38;-2,04;0,03;-0,5;117,40499999999999;Manga
2024-03;0,0;0,0;18,89;1,59;-4,58;3,27;6,79;0,9;0,0;1,24;0,24;-2,73;4,38;-0,65;0,0;0,0;0,0;-0,25;0,0;0,0;3,87;0,0;6,93;0,0;2,88;-5,0;-1,49;1,35;-0,34;2,11;1,33;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-2,72;0,0;0,0;19,48;-7,39;1,565;0,55;-0,53;-2,22;0,0;-2,03;0,0;0,0;-3,81;0,73;3,21;0,0;0,0;0,0;0,0;0,0;-0,12;-1,28;1,92;0,0;0,0;0,0;0,0;0,0;0,0;1,11;1,55;0,0;0,0;0,0;0,0;-1,24;-0,72;0,0;0,53;0,0;0,0;7,97;0,0;0,0;-0,5;0,0;3,25;12,74;-1,7;-0,71;-0,1;1,07;8,02;0,0;1,32;0,0;0,0;-2,39;-1,47;3,92;0,0;0,0;0,0;-2,73;0,0;1,91;-0,24;0,0;3,23;1,42;0,67;0,0;0,0;0,0;0,0;0,0;0,97;0,0;0,0;0,0;0,0;-1,22;0,0;0,0;-1,83;0,0;0,44;0,0;0,0;0,0;0,0;-0,55;0,0;0,0;-5,19;0,0;11,63;0,0;-0,91;-1,25;1,99;0,0;2,26;0,31;-3,68;-0,57;1,585;0,3;0,81;0,0;0,0;0,18;0,0;1,06;0,0;0,615;3,49;0,01;4,67;1,71;5,88;4,15;3,8;2,73;0,515;0,14;119,03999999999998;Cebola
2024-04;0,0;0,0;13,93;0,97;0,88;2,49;1,58;1,01;0,0;-2,05;1,06;2,88;1,34;-1,57;0,0;0,0;0,0;-0,6;0,0;0,0;-0,82;0,0;-0,31;0,0;-4,67;-7,61;-0,81;-3,05;12,04;0,97;2,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,43;0,0;0,0;7,19;3,58;0,08500000000000002;-0,43;1,94;2,88;0,0;1,28;0,0;0,0;-2,15;-2,61;3,2;0,0;0,0;0,0;0,0;0,0;1,78;-0,45;-4,66;0,0;0,0;0,0;0,0;0,0;0,0;-0,37;-2,79;0,0;0,0;0,0;0,0;2,22;-1,17;0,0;0,72;0,0;0,0;1,22;0,0;0,0;1,47;0,0;1,02;12,57;-1,05;1,32;3,17;-1,82;25,39;0,0;-5,99;0,0;0,0;-0,14;0,93;1,24;0,0;0,0;0,0;0,41;0,0;-1,0;1,28;0,0;1,6;-0,7;-1,1;0,0;0,0;0,0;0,0;0,0;2,29;0,0;0,0;0,0;0,0;0,22;0,0;0,0;3,14;0,0;2,7;0,0;0,0;0,0;0,0;-0,62;0,0;0,0;-1,12;0,0;25,26;0,0;0,57;2,78;1,8;0,0;-3,84;1,5;-0,57;0,37;1,295;-1,67;0,84;0,0;0,0;-1,27;0,0;1,92;0,0;1,9100000000000001;0,92;0,77;3,24;1,05;19,41;7,37;-1,76;0,76;-0,095;-0,02;142,245;Mamão
2024-05;0,0;0,0;-11,37;-1,14;-0,77;-1,46;5,36;0,25;0,0;0,75;0,46;1,18;2,92;1,64;0,0;0,0;0,0;-1,3;0,0;0,0;-8,05;0,0;-7,31;0,0;-5,68;12,15;-0,17;0,46;-6,33;-2,01;2,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,59;0,0;0,0;16,1;6,63;1,56;0,3;-0,3;0,69;0,0;-1,7;0,0;0,0;-0,41;0,78;2,15;0,0;0,0;0,0;0,0;0,0;0,13;1,39;-6,47;0,0;0,0;0,0;0,0;0,0;0,0;1,36;1,39;0,0;0,0;0,0;0,0;-0,53;0,56;0,0;1,53;0,0;0,0;-4,53;0,0;0,0;-1,36;0,0;5,56;-4,33;2,83;0,21;-2,18;1,13;-2,08;0,0;2,92;0,0;0,0;-1,52;-0,15;1,01;0,0;0,0;0,0;-1,41;0,0;-0,17;1,37;0,0;-1,77;0,3;-0,44;0,0;0,0;0,0;0,0;0,0;-2,22;0,0;0,0;0,0;0,0;0,66;0,0;0,0;-0,76;0,0;-0,25;0,0;0,0;0,0;0,0;-0,02;0,0;0,0;1,73;0,0;-4,76;0,0;-0,97;1,03;0,9;0,0;4,36;-0,67;-2,0;0,71;0,51;-5,19;0,39;0,0;0,0;-0,75;0,0;-0,93;0,0;1,485;-0,44;-2,73;-2,95;0,61;-10,55;1,28;-1,42;1,39;0,3;0,15;-18,874999999999996;Cebola
2024-06;0,0;0,0;18,87;-1,06;-1,09;-5,18;2,08;0,95;0,0;2,18;0,48;-1,11;1,43;0,58;0,0;0,0;0,0;-0,68;0,0;0,0;-2,62;0,0;-5,5;0,0;-4,22;17,67;0,5;4,29;8,91;1,03;2,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,37;0,0;0,0;-5,19;-1,6;0,48;3,78;2,21;1,98;0,0;0,66;0,0;0,0;-1,96;-2,31;-1,56;0,0;0,0;0,0;0,0;0,0;-0,14;-1,03;-3,55;0,0;0,0;0,0;0,0;0,0;0,0;-1,46;-1,49;0,0;0,0;0,0;0,0;0,26;-1,56;0,0;0,33;0,0;0,0;-3,45;0,0;0,0;0,49;0,0;6,98;0,19;1,2;-0,02;0,81;-0,82;-21,01;0,0;17,86;0,0;0,0;0,15;0,2;0,11;0,0;0,0;0,0;1,23;0,0;1,87;0,15;0,0;1,16;-0,36;0,66;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;-1,34;0,0;0,0;-1,55;0,0;-4,68;0,0;0,0;0,0;0,0;2,42;0,0;0,0;-6,18;0,0;-5,93;0,0;1,89;-1,03;0,58;0,0;-1,19;0,46;1,28;0,44;-0,135;6,74;-0,78;0,0;0,0;0,0;0,0;-0,26;0,0;0,23000000000000004;2,11;0,03;-0,6;0,43;13,15;7,5;-0,24;0,18;0,03;0,17;53,31499999999997;Abobrinha
2024-07;0,0;0,0;-15,06;-0,85;-0,98;-3,04;4,32;-1,22;0,0;-0,02;-1,07;1,52;0,64;0,61;0,0;0,0;0,0;0,76;0,0;0,0;1,19;0,0;-1,3;0,0;6,03;-6,42;1,97;5,77;-13,45;0,49;2,73;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,14;0,0;0,0;-9,96;-21,13;0,4149999999999999;-6,36;1,39;0,89;0,0;-0,63;0,0;0,0;1,05;-0,54;-5,74;0,0;0,0;0,0;0,0;0,0;0,89;-1,69;-1,15;0,0;0,0;0,0;0,0;0,0;0,0;0,72;0,86;0,0;0,0;0,0;0,0;1,08;1,48;0,0;0,71;0,0;0,0;-1,7;0,0;0,0;-0,38;0,0;0,43;1,86;-0,6;0,34;0,52;0,53;-15,79;0,0;-3,94;0,0;0,0;-3,15;0,88;-4,91;0,0;0,0;0,0;-4,11;0,0;-3,68;0,08;0,0;-2,11;1,4;-0,9;0,0;0,0;0,0;0,0;0,0;-1,19;0,0;0,0;0,0;0,0;-1,51;0,0;0,0;-1,43;0,0;4,22;0,0;0,0;0,0;0,0;-2,54;0,0;0,0;-1,11;0,0;-10,41;0,0;-2,88;-0,61;-1,64;0,0;3,94;0,77;-1,86;0,19;0,06;-11,11;-0,59;0,0;0,0;-1,22;0,0;-0,34;0,0;0,36500000000000005;0,19;0,57;9,75;-1,97;-29,94;-15,43;1,68;2,49;-0,425;0,26;-150,90500000000006;Tangerina
2024-08;0,0;0,0;-7,65;0,4;1,69;-6,98;-1,66;-0,39;0,0;-1,4;-1,17;0,76;2,06;0,58;0,0;0,0;0,0;-1,75;0,0;0,0;3,97;0,0;1,87;0,0;-4,52;-17,7;1,57;0,47;-2,35;2,3;2,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,68;0,0;0,0;-9,17;-12,29;0,395;0,0;0,72;1,21;0,0;1,46;0,0;0,0;1,12;0,96;-4,51;0,0;0,0;0,0;0,0;0,0;-2,17;2,74;-3,7;0,0;0,0;0,0;0,0;0,0;0,0;1,97;-2,61;0,0;0,0;0,0;0,0;0,71;-0,69;0,0;-0,08;0,0;0,0;6,31;0,0;0,0;1,38;0,0;-1,52;-1,19;-1,02;-0,32;0,95;-1,23;19,95;0,0;-10,01;0,0;0,0;0,28;0,03;4,8;0,0;0,0;0,0;3,07;0,0;-2,41;0,06;0,0;-2,55;1,21;2,57;0,0;0,0;0,0;0,0;0,0;2,67;0,0;0,0;0,0;0,0;0,29;0,0;0,0;-1,24;0,0;-4,66;0,0;0,0;0,0;0,0;-4,61;0,0;0,0;-1,77;0,0;-1,08;0,0;0,39;0,25;1,04;0,0;-1,24;-1,22;1,71;0,71;0,49;-7,67;-1,15;0,0;0,0;0,61;0,0;0,83;0,0;0,275;2,19;-1,15;5,27;2,6;-16,89;-13,2;-2,41;0,68;1,395;1,58;-62,13499999999997;Mamão
2024-09;0,0;0,0;-6,11;2,97;4,38;-1,36;-2,41;0,79;0,0;-0,02;-0,09;0,37;1,28;1,29;0,0;0,0;0,0;-0,62;0,0;0,0;3,83;0,0;6,96;0,0;-1,14;-6,77;-1,98;-0,88;0,96;0,6;1,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,48;0,0;0,0;-10,92;-4,93;-0,31;-5,87;-0,02;0,2;0,0;2,5;0,0;0,0;5,51;4,08;5,33;0,0;0,0;0,0;0,0;0,0;-1,98;0,68;-1,22;0,0;0,0;0,0;0,0;0,0;0,0;-0,57;0,15;0,0;0,0;0,0;0,0;2,1;3,73;0,0;0,84;0,0;0,0;11,81;0,0;0,0;0,89;0,0;0,72;32,6;-0,68;0,46;1,08;-0,62;13,78;0,0;-4,78;0,0;0,0;0,15;-2,34;0,62;0,0;0,0;0,0;0,17;0,0;-0,5;0,75;0,0;-2,54;-0,51;4,17;0,0;0,0;0,0;0,0;0,0;0,67;0,0;0,0;0,0;0,0;1,92;0,0;0,0;0,33;0,0;-0,92;0,0;0,0;0,0;0,0;1,11;0,0;0,0;-0,08;0,0;-5,32;0,0;-0,47;2,66;-2,42;0,0;-2,29;2,27;0,51;-0,19;0,31;-1,25;0,66;0,0;0,0;-0,72;0,0;-0,38;0,0;1,37;-0,4;1,51;7,32;-2,5;-3,11;-6,0;0,1;1,75;-1,035;2,54;61,03500000000001;Limão
2024-10;0,0;0,0;-15,25;11,43;5,0;-2,31;0,43;1,66;0,0;-0,23;2,98;0,84;-0,3;2,36;0,0;0,0;0,0;-2,29;0,0;0,0;-1,36;0,0;-7,71;0,0;1,11;0,22;0,32;0,77;0,99;0,2;4,64;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;-12,9;-7,35;1,6;-0,97;1,53;2,74;0,0;6,99;0,0;0,0;8,51;9,38;-10,27;0,0;0,0;0,0;0,0;0,0;1,41;0,75;-0,42;0,0;0,0;0,0;0,0;0,0;0,0;0,76;2,35;0,0;0,0;0,0;0,0;1,14;7,66;0,0;0,84;0,0;0,0;8,82;0,0;0,0;1,54;0,0;3,24;48,02;0,63;0,29;1,15;-0,31;-21,32;0,0;-15,53;0,0;0,0;1,65;2,42;2,55;0,0;0,0;0,0;1,63;0,0;-0,66;9,96;0,0;-0,91;0,3;7,17;0,0;0,0;0,0;0,0;0,0;0,78;0,0;0,0;0,0;0,0;0,89;0,0;0,0;-0,89;0,0;2,76;0,0;0,0;0,0;0,0;2,45;0,0;0,0;-0,56;0,0;4,64;0,0;-0,13;7,2;1,14;0,0;1,01;-0,28;0,94;0,65;0,63;-7,13;3,35;0,0;0,0;0,36;0,0;1,36;0,0;-0,33499999999999996;0,62;-0,05;11,73;-0,09;8,78;-0,52;1,3;2,43;-1,955;4,51;113,68000000000005;Limão
2024-11;0,0;0,0;4,89;6,93;9,62;9,33;1,21;1,8;0,0;-0,04;0,64;-0,37;0,29;1,49;0,0;0,0;0,0;0,42;0,0;0,0;-0,34;0,0;0,64;0,0;1,74;0,47;0,43;0,41;2,95;-1,22;3,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,28;0,0;0,0;2,91;7,76;1,595;4,74;0,05;0,71;0,0;9,14;0,0;0,0;7,33;6,43;7,0;0,0;0,0;0,0;0,0;0,0;0,17;-0,24;1,09;0,0;0,0;0,0;0,0;0,0;0,0;0,49;3,02;0,0;0,0;0,0;0,0;0,14;8,9;0,0;1,14;0,0;0,0;5,56;0,0;0,0;-0,76;0,0;-2,9;6,53;-0,44;0,98;-1,7;0,29;5,49;0,0;-15,9;0,0;0,0;-0,5;-0,9;-2,76;0,0;0,0;0,0;-2,12;0,0;0,71;9,13;0,0;0,82;1,0;7,74;0,0;0,0;0,0;0,0;0,0;-0,06;0,0;0,0;0,0;0,0;-0,54;0,0;0,0;2,28;0,0;1,02;0,0;0,0;0,0;0,0;-4,4;0,0;0,0;4,83;0,0;0,87;0,0;1,21;6,17;0,88;0,0;-0,56;0,67;1,19;0,09;1,27;5,64;-0,23;0,0;0,0;0,55;0,0;-0,07;0,0;0,48000000000000004;-0,39;-0,27;6,55;-0,15;-1,48;0,97;2,53;3,28;1,155;11,5;168,97999999999993;Óleo de soja
2024-12;0,0;0,0;7,66;8,36;9,98;5,78;1,13;1,33;0,0;-0,73;1,93;0,79;0,63;2,16;0,0;0,0;0,0;1,99;0,0;0,0;3,02;0,0;5,53;0,0;-0,24;-11,61;-0,15;0,77;0,91;1,6;5,49;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,48;0,0;0,0;-2,97;-4,03;-0,29500000000000004;4,86;1,46;1,44;0,0;4,77;0,0;0,0;8,57;5,7;2,31;0,0;0,0;0,0;0,0;0,0;3,24;1,39;-1,69;0,0;0,0;0,0;0,0;0,0;0,0;1,87;-0,03;0,0;0,0;0,0;0,0;0,11;6,4;0,0;0,61;0,0;0,0;0,11;0,0;0,0;2,08;0,0;-2,25;-30,58;0,98;-0,97;2,25;0,39;1,45;0,0;-0,94;0,0;0,0;-0,65;2,67;2,71;0,0;0,0;0,0;0,33;0,0;2,27;7,41;0,0;-0,08;-0,3;5,75;0,0;0,0;0,0;0,0;0,0;-2,74;0,0;0,0;0,0;0,0;0,38;0,0;0,0;-1,35;0,0;0,67;0,0;0,0;0,0;0,0;1,42;0,0;0,0;-1,63;0,0;-12,14;0,0;0,47;7,2;1,52;0,0;1,23;-0,18;1,82;2,05;-0,29500000000000004;1,7;1,31;0,0;0,0;5,17;0,0;0,52;0,0;0,32499999999999996;1,66;0,61;5,52;-1,29;-5,84;-6,74;-0,37;-0,29;-0,19;6,3;83,97500000000001;Alcatra
